id,production_run_id,workstation_id,downtime_category,downtime_reason,start_timestamp,end_timestamp,duration_minutes,root_cause,corrective_action
676,167,44,Quality Hold,Inspection hold,2024-01-18 18:58:00,2024-01-18 19:18:41,20.7,Design flaw,Temporary fix applied
677,167,41,Other,Power fluctuation,2024-01-18 14:49:00,2024-01-18 15:07:54,18.9,Operator error,Part replaced
678,167,42,Quality Hold,Defect investigation,2024-01-18 20:45:00,2024-01-18 20:56:24,11.4,Unknown,Operator retrained
679,167,38,Planned Maintenance,Calibration,2024-01-18 20:44:00,2024-01-18 21:13:48,29.8,Operator error,Root cause pending
680,167,40,Material,Part shortage,2024-01-18 20:38:00,2024-01-18 20:59:03,21.1,Operator error,Root cause pending
681,168,38,Material,Wrong part delivered,2024-01-19 05:03:00,2024-01-19 05:14:41,11.7,Process variation,Temporary fix applied
682,168,45,Operator,Operator unavailable,2024-01-19 04:04:00,2024-01-19 04:12:36,8.6,Operator error,Escalated to engineering
683,168,37,Equipment Failure,Motor failure,2024-01-18 23:51:00,2024-01-19 00:20:13,29.2,Unknown,Escalated to engineering
684,168,41,Changeover,Model changeover,2024-01-19 03:38:00,2024-01-19 04:01:23,23.4,Operator error,Operator retrained
685,168,45,Material,Material quality issue,2024-01-19 01:19:00,2024-01-19 01:42:33,23.6,Process variation,Operator retrained
686,169,4,Equipment Failure,Sensor malfunction,2024-01-19 11:36:00,2024-01-19 12:28:18,52.3,Unknown,Escalated to engineering
687,169,7,Changeover,Model changeover,2024-01-19 06:57:00,2024-01-19 07:20:00,23,Supplier issue,Temporary fix applied
688,169,3,Material,Wrong part delivered,2024-01-19 10:24:00,2024-01-19 10:34:59,11,Operator error,Temporary fix applied
689,169,4,Other,Environmental issue,2024-01-19 11:29:00,2024-01-19 11:43:17,14.3,Process variation,Escalated to engineering
690,170,2,Quality Hold,Inspection hold,2024-01-19 16:32:00,2024-01-19 16:49:51,17.9,Worn component,Escalated to engineering
691,170,6,Equipment Failure,Hydraulic leak,2024-01-19 15:24:00,2024-01-19 15:56:09,32.2,Design flaw,Operator retrained
692,170,10,Changeover,Tool change,2024-01-19 19:55:00,2024-01-19 20:16:26,21.4,Supplier issue,Settings adjusted
693,170,4,Material,Part shortage,2024-01-19 16:04:00,2024-01-19 16:16:44,12.7,Operator error,Part replaced
694,170,9,Quality Hold,Rework backlog,2024-01-19 19:05:00,2024-01-19 19:23:15,18.3,Operator error,Settings adjusted
695,170,5,Equipment Failure,Pneumatic failure,2024-01-19 14:59:00,2024-01-19 15:58:27,59.5,Process variation,Temporary fix applied
696,171,11,Planned Maintenance,Scheduled PM,2024-01-20 01:33:00,2024-01-20 01:58:16,25.3,Supplier issue,Root cause pending
697,171,1,Planned Maintenance,Calibration,2024-01-20 00:21:00,2024-01-20 00:45:57,25,Worn component,Part replaced
698,171,1,Equipment Failure,Robot error,2024-01-20 02:04:00,2024-01-20 02:22:53,18.9,Process variation,Escalated to engineering
699,171,7,Equipment Failure,Sensor malfunction,2024-01-20 04:44:00,2024-01-20 05:12:20,28.3,Unknown,Root cause pending
700,171,2,Changeover,Model changeover,2024-01-19 22:25:00,2024-01-19 23:08:21,43.4,Unknown,Root cause pending
701,171,7,Planned Maintenance,Lubrication,2024-01-20 04:33:00,2024-01-20 05:24:46,51.8,Operator error,Root cause pending
702,172,18,Equipment Failure,PLC fault,2024-01-19 09:33:00,2024-01-19 10:04:10,31.2,Process variation,Settings adjusted
703,172,15,Changeover,Model changeover,2024-01-19 08:04:00,2024-01-19 08:47:50,43.8,Worn component,Part replaced
704,172,17,Material,Material quality issue,2024-01-19 07:51:00,2024-01-19 08:15:33,24.6,Supplier issue,Escalated to engineering
705,172,19,Equipment Failure,PLC fault,2024-01-19 12:22:00,2024-01-19 12:38:54,16.9,Worn component,Operator retrained
706,172,13,Operator,Operator unavailable,2024-01-19 07:54:00,2024-01-19 08:03:12,9.2,Unknown,Escalated to engineering
707,172,13,Changeover,Tool change,2024-01-19 08:38:00,2024-01-19 09:06:11,28.2,Design flaw,Escalated to engineering
708,173,21,Equipment Failure,Sensor malfunction,2024-01-19 15:06:00,2024-01-19 16:05:29,59.5,Supplier issue,Escalated to engineering
709,173,20,Planned Maintenance,Lubrication,2024-01-19 18:38:00,2024-01-19 19:35:11,57.2,Process variation,Root cause pending
710,174,15,Quality Hold,Rework backlog,2024-01-20 00:28:00,2024-01-20 00:44:23,16.4,Process variation,Escalated to engineering
711,174,16,Operator,Training,2024-01-20 05:08:00,2024-01-20 05:13:44,5.7,Unknown,Escalated to engineering
712,174,14,Changeover,Model changeover,2024-01-20 00:57:00,2024-01-20 01:33:12,36.2,Unknown,Root cause pending
713,174,13,Equipment Failure,Sensor malfunction,2024-01-19 23:42:00,2024-01-20 00:10:55,28.9,Design flaw,Operator retrained
714,174,16,Material,Part shortage,2024-01-19 22:15:00,2024-01-19 22:38:22,23.4,Process variation,Part replaced
715,175,34,Equipment Failure,Hydraulic leak,2024-01-19 12:05:00,2024-01-19 12:57:07,52.1,Supplier issue,Escalated to engineering
716,175,29,Equipment Failure,Hydraulic leak,2024-01-19 06:06:00,2024-01-19 06:24:58,19,Unknown,Temporary fix applied
717,175,23,Changeover,Model changeover,2024-01-19 06:15:00,2024-01-19 06:33:26,18.4,Worn component,Root cause pending
718,176,27,Changeover,Model changeover,2024-01-19 19:27:00,2024-01-19 20:11:54,44.9,Design flaw,Root cause pending
719,176,28,Equipment Failure,Motor failure,2024-01-19 17:17:00,2024-01-19 17:53:24,36.4,Design flaw,Escalated to engineering
720,176,30,Changeover,Model changeover,2024-01-19 18:29:00,2024-01-19 19:09:00,40,Process variation,Operator retrained
721,176,27,Changeover,Tool change,2024-01-19 20:06:00,2024-01-19 20:29:07,23.1,Worn component,Root cause pending
722,176,26,Planned Maintenance,Scheduled PM,2024-01-19 16:14:00,2024-01-19 16:41:28,27.5,Operator error,Root cause pending
723,177,28,Equipment Failure,Sensor malfunction,2024-01-20 02:01:00,2024-01-20 02:43:12,42.2,Process variation,Operator retrained
724,177,35,Changeover,Tool change,2024-01-19 22:31:00,2024-01-19 23:15:09,44.2,Supplier issue,Temporary fix applied
725,177,26,Changeover,Model changeover,2024-01-20 03:42:00,2024-01-20 04:00:16,18.3,Process variation,Operator retrained
726,177,32,Quality Hold,Rework backlog,2024-01-19 23:13:00,2024-01-19 23:23:20,10.3,Operator error,Part replaced
727,177,29,Changeover,Model changeover,2024-01-20 01:40:00,2024-01-20 02:07:24,27.4,Process variation,Part replaced
728,177,33,Equipment Failure,Motor failure,2024-01-20 02:48:00,2024-01-20 03:26:40,38.7,Operator error,Escalated to engineering
729,178,37,Equipment Failure,Hydraulic leak,2024-01-19 12:25:00,2024-01-19 13:05:28,40.5,Process variation,Part replaced
730,178,49,Changeover,Fixture swap,2024-01-19 09:25:00,2024-01-19 09:40:53,15.9,Design flaw,Operator retrained
731,179,47,Equipment Failure,Pneumatic failure,2024-01-19 20:16:00,2024-01-19 20:36:29,20.5,Design flaw,Root cause pending
732,179,43,Changeover,Fixture swap,2024-01-19 16:22:00,2024-01-19 16:42:38,20.6,Unknown,Part replaced
733,179,38,Changeover,Tool change,2024-01-19 19:28:00,2024-01-19 19:51:58,24,Worn component,Escalated to engineering
734,179,46,Quality Hold,Rework backlog,2024-01-19 14:04:00,2024-01-19 14:12:28,8.5,Unknown,Operator retrained
735,180,45,Operator,Operator unavailable,2024-01-19 22:40:00,2024-01-19 22:49:46,9.8,Design flaw,Temporary fix applied
736,180,41,Changeover,Tool change,2024-01-20 01:43:00,2024-01-20 02:23:49,40.8,Worn component,Temporary fix applied
737,180,41,Equipment Failure,Sensor malfunction,2024-01-20 02:54:00,2024-01-20 03:04:03,10.1,Supplier issue,Temporary fix applied
738,180,49,Other,Environmental issue,2024-01-20 01:33:00,2024-01-20 01:54:47,21.8,Worn component,Root cause pending
739,181,10,Changeover,Model changeover,2024-01-22 10:13:00,2024-01-22 10:30:20,17.3,Operator error,Part replaced
740,181,5,Quality Hold,Rework backlog,2024-01-22 10:01:00,2024-01-22 10:07:01,6,Unknown,Settings adjusted
741,181,8,Quality Hold,Defect investigation,2024-01-22 12:35:00,2024-01-22 12:56:29,21.5,Design flaw,Root cause pending
742,181,6,Operator,Training,2024-01-22 10:11:00,2024-01-22 10:30:47,19.8,Process variation,Escalated to engineering
743,181,12,Quality Hold,Inspection hold,2024-01-22 07:38:00,2024-01-22 07:46:43,8.7,Operator error,Temporary fix applied
744,181,3,Material,Part shortage,2024-01-22 12:47:00,2024-01-22 13:09:10,22.2,Worn component,Escalated to engineering
745,182,5,Equipment Failure,Motor failure,2024-01-22 19:33:00,2024-01-22 19:58:25,25.4,Worn component,Root cause pending
746,182,2,Equipment Failure,Pneumatic failure,2024-01-22 20:15:00,2024-01-22 20:43:12,28.2,Process variation,Settings adjusted
747,183,2,Equipment Failure,Sensor malfunction,2024-01-22 23:27:00,2024-01-23 00:15:45,48.8,Worn component,Temporary fix applied
748,183,8,Material,Wrong part delivered,2024-01-23 02:16:00,2024-01-23 02:41:55,25.9,Design flaw,Operator retrained
749,183,3,Planned Maintenance,Lubrication,2024-01-23 03:43:00,2024-01-23 04:25:23,42.4,Operator error,Operator retrained
750,183,1,Operator,Operator unavailable,2024-01-23 04:18:00,2024-01-23 04:38:08,20.1,Operator error,Part replaced
751,184,14,Material,Material quality issue,2024-01-22 08:58:00,2024-01-22 09:11:20,13.3,Operator error,Settings adjusted
752,184,20,Equipment Failure,Robot error,2024-01-22 11:32:00,2024-01-22 11:52:45,20.8,Design flaw,Root cause pending
753,185,15,Quality Hold,Inspection hold,2024-01-22 16:54:00,2024-01-22 17:20:51,26.9,Design flaw,Root cause pending
754,185,21,Operator,Safety incident,2024-01-22 18:55:00,2024-01-22 19:17:54,22.9,Worn component,Root cause pending
755,186,17,Changeover,Fixture swap,2024-01-22 22:51:00,2024-01-22 23:23:27,32.5,Supplier issue,Escalated to engineering
756,186,15,Equipment Failure,Robot error,2024-01-22 22:47:00,2024-01-22 23:26:02,39,Design flaw,Root cause pending
757,186,17,Quality Hold,Rework backlog,2024-01-22 23:56:00,2024-01-23 00:21:58,26,Design flaw,Temporary fix applied
758,186,15,Equipment Failure,Hydraulic leak,2024-01-23 00:51:00,2024-01-23 01:48:14,57.2,Process variation,Settings adjusted
759,186,19,Changeover,Tool change,2024-01-23 02:23:00,2024-01-23 02:44:45,21.8,Design flaw,Operator retrained
760,186,18,Changeover,Model changeover,2024-01-23 04:43:00,2024-01-23 05:20:03,37.1,Operator error,Operator retrained
761,187,34,Planned Maintenance,Lubrication,2024-01-22 12:01:00,2024-01-22 12:26:27,25.5,Unknown,Settings adjusted
762,187,29,Material,Part shortage,2024-01-22 09:17:00,2024-01-22 09:40:34,23.6,Unknown,Escalated to engineering
763,188,26,Quality Hold,Defect investigation,2024-01-22 17:54:00,2024-01-22 18:07:43,13.7,Operator error,Escalated to engineering
764,188,35,Equipment Failure,Pneumatic failure,2024-01-22 19:51:00,2024-01-22 20:26:02,35,Supplier issue,Operator retrained
765,188,27,Changeover,Fixture swap,2024-01-22 15:16:00,2024-01-22 15:55:39,39.7,Supplier issue,Temporary fix applied
766,188,29,Quality Hold,Inspection hold,2024-01-22 14:29:00,2024-01-22 14:47:17,18.3,Unknown,Part replaced
767,188,25,Changeover,Fixture swap,2024-01-22 19:56:00,2024-01-22 20:27:50,31.8,Supplier issue,Settings adjusted
768,188,31,Changeover,Fixture swap,2024-01-22 18:13:00,2024-01-22 18:53:49,40.8,Operator error,Escalated to engineering
769,189,36,Material,Wrong part delivered,2024-01-22 23:44:00,2024-01-23 00:12:19,28.3,Supplier issue,Escalated to engineering
770,189,27,Quality Hold,Defect investigation,2024-01-23 00:10:00,2024-01-23 00:26:39,16.7,Worn component,Part replaced
771,189,34,Operator,Operator unavailable,2024-01-23 03:43:00,2024-01-23 03:49:10,6.2,Operator error,Settings adjusted
772,189,33,Changeover,Fixture swap,2024-01-22 22:47:00,2024-01-22 23:24:05,37.1,Unknown,Settings adjusted
773,189,27,Material,Material quality issue,2024-01-23 01:07:00,2024-01-23 01:16:37,9.6,Supplier issue,Settings adjusted
774,189,23,Quality Hold,Rework backlog,2024-01-22 22:39:00,2024-01-22 22:51:41,12.7,Supplier issue,Operator retrained
775,190,45,Planned Maintenance,Lubrication,2024-01-22 12:19:00,2024-01-22 13:03:14,44.2,Supplier issue,Escalated to engineering
776,190,42,Material,Wrong part delivered,2024-01-22 07:32:00,2024-01-22 07:39:50,7.8,Process variation,Part replaced
777,191,46,Equipment Failure,Pneumatic failure,2024-01-22 19:08:00,2024-01-22 19:43:53,35.9,Worn component,Escalated to engineering
778,191,42,Other,Environmental issue,2024-01-22 20:46:00,2024-01-22 21:12:19,26.3,Operator error,Root cause pending
779,191,41,Equipment Failure,Pneumatic failure,2024-01-22 21:11:00,2024-01-22 21:51:38,40.6,Process variation,Root cause pending
780,192,46,Material,Wrong part delivered,2024-01-23 03:52:00,2024-01-23 04:18:40,26.7,Design flaw,Root cause pending
781,192,37,Quality Hold,Defect investigation,2024-01-23 05:05:00,2024-01-23 05:21:07,16.1,Process variation,Operator retrained
782,192,48,Operator,Training,2024-01-23 00:40:00,2024-01-23 00:46:16,6.3,Operator error,Settings adjusted
783,192,39,Material,Material quality issue,2024-01-23 02:42:00,2024-01-23 03:01:13,19.2,Unknown,Root cause pending
784,193,10,Material,Part shortage,2024-01-23 07:55:00,2024-01-23 08:23:52,28.9,Supplier issue,Temporary fix applied
785,193,9,Operator,Safety incident,2024-01-23 12:10:00,2024-01-23 12:23:14,13.2,Supplier issue,Root cause pending
786,193,9,Material,Part shortage,2024-01-23 08:21:00,2024-01-23 08:26:07,5.1,Design flaw,Settings adjusted
787,194,9,Equipment Failure,Robot error,2024-01-23 18:55:00,2024-01-23 19:16:43,21.7,Process variation,Settings adjusted
788,194,11,Quality Hold,Rework backlog,2024-01-23 18:36:00,2024-01-23 18:58:20,22.3,Unknown,Escalated to engineering
789,195,2,Operator,Operator unavailable,2024-01-24 00:58:00,2024-01-24 01:05:30,7.5,Unknown,Part replaced
790,195,2,Changeover,Model changeover,2024-01-24 03:23:00,2024-01-24 03:57:19,34.3,Worn component,Temporary fix applied
791,196,21,Operator,Training,2024-01-23 09:34:00,2024-01-23 09:39:33,5.6,Worn component,Part replaced
792,196,14,Changeover,Fixture swap,2024-01-23 09:52:00,2024-01-23 10:07:46,15.8,Unknown,Temporary fix applied
793,196,14,Material,Part shortage,2024-01-23 11:26:00,2024-01-23 11:43:23,17.4,Operator error,Settings adjusted
794,197,19,Material,Material quality issue,2024-01-23 19:57:00,2024-01-23 20:02:32,5.5,Unknown,Temporary fix applied
795,197,16,Operator,Training,2024-01-23 19:01:00,2024-01-23 19:07:45,6.8,Design flaw,Escalated to engineering
796,197,19,Equipment Failure,Sensor malfunction,2024-01-23 18:03:00,2024-01-23 18:31:44,28.7,Supplier issue,Operator retrained
797,198,15,Quality Hold,Inspection hold,2024-01-23 23:19:00,2024-01-23 23:31:14,12.2,Design flaw,Part replaced
798,198,21,Changeover,Model changeover,2024-01-24 03:46:00,2024-01-24 04:08:14,22.2,Process variation,Temporary fix applied
799,198,18,Quality Hold,Inspection hold,2024-01-23 23:57:00,2024-01-24 00:24:10,27.2,Worn component,Part replaced
800,198,18,Other,IT system down,2024-01-24 04:26:00,2024-01-24 04:48:49,22.8,Process variation,Root cause pending
801,198,13,Equipment Failure,PLC fault,2024-01-24 05:13:00,2024-01-24 05:42:10,29.2,Operator error,Root cause pending
802,198,20,Changeover,Tool change,2024-01-24 03:54:00,2024-01-24 04:19:05,25.1,Worn component,Temporary fix applied
803,199,26,Material,Material quality issue,2024-01-23 08:14:00,2024-01-23 08:29:17,15.3,Operator error,Temporary fix applied
804,199,30,Equipment Failure,Hydraulic leak,2024-01-23 07:33:00,2024-01-23 07:44:16,11.3,Worn component,Part replaced
805,200,36,Material,Material quality issue,2024-01-23 20:50:00,2024-01-23 21:08:47,18.8,Operator error,Settings adjusted
806,200,30,Equipment Failure,Motor failure,2024-01-23 18:25:00,2024-01-23 19:20:22,55.4,Process variation,Part replaced
807,200,29,Equipment Failure,Motor failure,2024-01-23 18:11:00,2024-01-23 18:43:10,32.2,Process variation,Escalated to engineering
808,201,23,Equipment Failure,Robot error,2024-01-24 02:22:00,2024-01-24 02:50:49,28.8,Worn component,Part replaced
809,201,33,Other,Power fluctuation,2024-01-23 23:28:00,2024-01-23 23:52:29,24.5,Operator error,Escalated to engineering
810,201,26,Changeover,Model changeover,2024-01-23 22:17:00,2024-01-23 22:57:28,40.5,Process variation,Escalated to engineering
811,201,29,Other,Environmental issue,2024-01-24 00:53:00,2024-01-24 01:08:24,15.4,Operator error,Operator retrained
812,202,48,Material,Material quality issue,2024-01-23 10:05:00,2024-01-23 10:13:05,8.1,Operator error,Temporary fix applied
813,202,46,Quality Hold,Rework backlog,2024-01-23 12:46:00,2024-01-23 12:55:44,9.7,Supplier issue,Temporary fix applied
814,203,49,Material,Part shortage,2024-01-23 14:01:00,2024-01-23 14:25:06,24.1,Worn component,Temporary fix applied
815,203,46,Changeover,Tool change,2024-01-23 20:46:00,2024-01-23 21:02:09,16.2,Worn component,Settings adjusted
816,203,44,Material,Part shortage,2024-01-23 15:35:00,2024-01-23 15:47:52,12.9,Unknown,Root cause pending
817,203,49,Equipment Failure,Hydraulic leak,2024-01-23 17:45:00,2024-01-23 18:09:26,24.4,Operator error,Settings adjusted
818,204,44,Changeover,Fixture swap,2024-01-24 00:39:00,2024-01-24 00:58:17,19.3,Worn component,Settings adjusted
819,204,42,Operator,Safety incident,2024-01-24 02:09:00,2024-01-24 02:33:27,24.5,Supplier issue,Settings adjusted
820,205,8,Equipment Failure,Robot error,2024-01-24 11:01:00,2024-01-24 11:51:37,50.6,Unknown,Temporary fix applied
821,205,2,Equipment Failure,Pneumatic failure,2024-01-24 10:22:00,2024-01-24 11:21:31,59.5,Design flaw,Settings adjusted
822,205,6,Planned Maintenance,Calibration,2024-01-24 06:34:00,2024-01-24 07:00:40,26.7,Process variation,Escalated to engineering
823,205,4,Planned Maintenance,Scheduled PM,2024-01-24 08:47:00,2024-01-24 09:11:11,24.2,Process variation,Root cause pending
824,205,9,Equipment Failure,Robot error,2024-01-24 13:20:00,2024-01-24 13:58:49,38.8,Supplier issue,Root cause pending
825,206,3,Operator,Safety incident,2024-01-24 20:19:00,2024-01-24 20:40:40,21.7,Process variation,Temporary fix applied
826,206,9,Equipment Failure,Pneumatic failure,2024-01-24 14:12:00,2024-01-24 14:57:32,45.5,Worn component,Root cause pending
827,206,12,Changeover,Model changeover,2024-01-24 18:03:00,2024-01-24 18:21:07,18.1,Supplier issue,Settings adjusted
828,206,1,Equipment Failure,PLC fault,2024-01-24 18:29:00,2024-01-24 19:07:02,38,Worn component,Escalated to engineering
829,206,4,Other,Environmental issue,2024-01-24 15:32:00,2024-01-24 16:00:18,28.3,Design flaw,Root cause pending
830,206,6,Changeover,Fixture swap,2024-01-24 14:27:00,2024-01-24 14:58:26,31.4,Process variation,Operator retrained
831,207,12,Material,Material quality issue,2024-01-24 23:29:00,2024-01-24 23:54:14,25.2,Supplier issue,Operator retrained
832,207,10,Equipment Failure,Pneumatic failure,2024-01-25 03:32:00,2024-01-25 04:25:37,53.6,Process variation,Root cause pending
833,207,11,Quality Hold,Inspection hold,2024-01-24 22:36:00,2024-01-24 23:03:20,27.3,Process variation,Escalated to engineering
834,207,8,Equipment Failure,Hydraulic leak,2024-01-25 02:13:00,2024-01-25 03:04:43,51.7,Process variation,Part replaced
835,208,20,Planned Maintenance,Lubrication,2024-01-24 10:27:00,2024-01-24 11:04:36,37.6,Design flaw,Operator retrained
836,208,18,Quality Hold,Rework backlog,2024-01-24 08:22:00,2024-01-24 08:36:07,14.1,Supplier issue,Temporary fix applied
837,208,21,Operator,Operator unavailable,2024-01-24 12:25:00,2024-01-24 12:47:46,22.8,Operator error,Temporary fix applied
838,208,22,Quality Hold,Defect investigation,2024-01-24 12:13:00,2024-01-24 12:41:42,28.7,Operator error,Settings adjusted
839,208,19,Equipment Failure,PLC fault,2024-01-24 11:58:00,2024-01-24 12:09:58,12,Design flaw,Operator retrained
840,209,20,Quality Hold,Rework backlog,2024-01-24 18:39:00,2024-01-24 18:58:41,19.7,Process variation,Settings adjusted
841,209,15,Material,Material quality issue,2024-01-24 16:37:00,2024-01-24 16:47:34,10.6,Unknown,Operator retrained
842,209,21,Equipment Failure,Robot error,2024-01-24 21:12:00,2024-01-24 22:07:42,55.7,Worn component,Part replaced
843,209,13,Material,Material quality issue,2024-01-24 17:25:00,2024-01-24 17:38:54,13.9,Supplier issue,Temporary fix applied
844,210,18,Material,Part shortage,2024-01-25 01:05:00,2024-01-25 01:25:53,20.9,Design flaw,Operator retrained
845,210,19,Planned Maintenance,Lubrication,2024-01-25 00:59:00,2024-01-25 01:36:38,37.6,Operator error,Operator retrained
846,211,29,Material,Material quality issue,2024-01-24 08:40:00,2024-01-24 09:04:50,24.8,Worn component,Operator retrained
847,211,29,Equipment Failure,Robot error,2024-01-24 07:07:00,2024-01-24 07:52:34,45.6,Operator error,Settings adjusted
848,211,29,Operator,Safety incident,2024-01-24 11:01:00,2024-01-24 11:21:53,20.9,Worn component,Temporary fix applied
849,212,30,Changeover,Model changeover,2024-01-24 16:58:00,2024-01-24 17:31:29,33.5,Supplier issue,Part replaced
850,212,34,Equipment Failure,Motor failure,2024-01-24 16:24:00,2024-01-24 17:22:44,58.7,Worn component,Settings adjusted
851,212,23,Material,Wrong part delivered,2024-01-24 16:22:00,2024-01-24 16:47:49,25.8,Design flaw,Part replaced
852,212,31,Operator,Operator unavailable,2024-01-24 20:20:00,2024-01-24 20:48:09,28.2,Operator error,Settings adjusted
853,213,26,Operator,Operator unavailable,2024-01-25 05:07:00,2024-01-25 05:31:16,24.3,Unknown,Settings adjusted
854,213,29,Changeover,Fixture swap,2024-01-25 05:25:00,2024-01-25 06:05:12,40.2,Worn component,Escalated to engineering
855,213,29,Operator,Safety incident,2024-01-24 23:04:00,2024-01-24 23:19:11,15.2,Supplier issue,Operator retrained
856,214,38,Equipment Failure,Motor failure,2024-01-24 06:08:00,2024-01-24 06:22:06,14.1,Worn component,Part replaced
857,214,38,Changeover,Tool change,2024-01-24 08:22:00,2024-01-24 08:49:16,27.3,Design flaw,Escalated to engineering
858,214,44,Changeover,Fixture swap,2024-01-24 10:05:00,2024-01-24 10:28:59,24,Unknown,Part replaced
859,215,42,Equipment Failure,Pneumatic failure,2024-01-24 15:44:00,2024-01-24 16:34:55,50.9,Design flaw,Escalated to engineering
860,215,43,Changeover,Fixture swap,2024-01-24 21:28:00,2024-01-24 22:12:46,44.8,Operator error,Part replaced
861,215,42,Operator,Safety incident,2024-01-24 19:55:00,2024-01-24 20:01:57,7,Design flaw,Part replaced
862,215,38,Quality Hold,Inspection hold,2024-01-24 21:12:00,2024-01-24 21:41:31,29.5,Operator error,Settings adjusted
863,215,48,Changeover,Fixture swap,2024-01-24 17:34:00,2024-01-24 18:03:14,29.2,Process variation,Settings adjusted
864,215,44,Changeover,Model changeover,2024-01-24 18:43:00,2024-01-24 19:15:08,32.1,Operator error,Settings adjusted
865,216,47,Material,Part shortage,2024-01-25 04:01:00,2024-01-25 04:12:38,11.6,Unknown,Part replaced
866,216,44,Changeover,Model changeover,2024-01-25 04:22:00,2024-01-25 04:44:18,22.3,Supplier issue,Part replaced
867,216,49,Material,Material quality issue,2024-01-25 02:24:00,2024-01-25 02:34:24,10.4,Process variation,Temporary fix applied
868,216,44,Planned Maintenance,Lubrication,2024-01-24 22:30:00,2024-01-24 23:27:02,57,Process variation,Operator retrained
869,216,42,Changeover,Tool change,2024-01-25 02:00:00,2024-01-25 02:30:41,30.7,Unknown,Root cause pending
870,216,37,Material,Part shortage,2024-01-24 23:04:00,2024-01-24 23:14:40,10.7,Operator error,Part replaced
871,217,10,Quality Hold,Rework backlog,2024-01-25 07:14:00,2024-01-25 07:24:09,10.2,Supplier issue,Temporary fix applied
872,217,12,Changeover,Model changeover,2024-01-25 10:19:00,2024-01-25 10:41:09,22.2,Design flaw,Part replaced
873,217,2,Material,Wrong part delivered,2024-01-25 11:54:00,2024-01-25 12:11:03,17.1,Operator error,Escalated to engineering
874,217,8,Operator,Safety incident,2024-01-25 06:18:00,2024-01-25 06:37:52,19.9,Worn component,Temporary fix applied
875,217,10,Equipment Failure,Sensor malfunction,2024-01-25 06:18:00,2024-01-25 07:15:19,57.3,Unknown,Root cause pending
876,217,9,Changeover,Fixture swap,2024-01-25 09:42:00,2024-01-25 10:14:21,32.4,Process variation,Settings adjusted
877,218,5,Equipment Failure,Sensor malfunction,2024-01-25 16:59:00,2024-01-25 17:20:53,21.9,Unknown,Escalated to engineering
878,218,3,Other,Power fluctuation,2024-01-25 17:05:00,2024-01-25 17:22:37,17.6,Process variation,Temporary fix applied
879,219,6,Equipment Failure,PLC fault,2024-01-26 03:08:00,2024-01-26 03:52:26,44.4,Design flaw,Root cause pending
880,219,10,Equipment Failure,Pneumatic failure,2024-01-26 00:27:00,2024-01-26 00:50:26,23.4,Unknown,Root cause pending
881,219,2,Equipment Failure,PLC fault,2024-01-26 03:30:00,2024-01-26 04:16:42,46.7,Design flaw,Part replaced
882,219,11,Equipment Failure,PLC fault,2024-01-26 00:05:00,2024-01-26 00:56:19,51.3,Worn component,Part replaced
883,219,3,Equipment Failure,PLC fault,2024-01-26 03:42:00,2024-01-26 04:00:21,18.4,Unknown,Settings adjusted
884,220,15,Planned Maintenance,Scheduled PM,2024-01-25 12:45:00,2024-01-25 13:39:45,54.8,Operator error,Operator retrained
885,220,20,Quality Hold,Inspection hold,2024-01-25 08:16:00,2024-01-25 08:36:49,20.8,Process variation,Settings adjusted
886,220,22,Operator,Training,2024-01-25 12:17:00,2024-01-25 12:26:33,9.6,Worn component,Escalated to engineering
887,221,16,Equipment Failure,Motor failure,2024-01-25 20:52:00,2024-01-25 21:21:01,29,Unknown,Root cause pending
888,221,22,Changeover,Fixture swap,2024-01-25 16:58:00,2024-01-25 17:40:19,42.3,Process variation,Escalated to engineering
889,221,17,Other,Power fluctuation,2024-01-25 18:17:00,2024-01-25 18:29:30,12.5,Operator error,Part replaced
890,221,16,Equipment Failure,Sensor malfunction,2024-01-25 14:47:00,2024-01-25 15:32:59,46,Design flaw,Root cause pending
891,221,22,Equipment Failure,Sensor malfunction,2024-01-25 14:27:00,2024-01-25 15:23:23,56.4,Operator error,Settings adjusted
892,222,18,Material,Part shortage,2024-01-26 05:03:00,2024-01-26 05:20:43,17.7,Process variation,Settings adjusted
893,222,16,Equipment Failure,Motor failure,2024-01-26 01:03:00,2024-01-26 01:16:17,13.3,Operator error,Part replaced
894,223,31,Changeover,Model changeover,2024-01-25 07:48:00,2024-01-25 08:21:19,33.3,Process variation,Escalated to engineering
895,223,31,Material,Material quality issue,2024-01-25 10:22:00,2024-01-25 10:49:19,27.3,Design flaw,Settings adjusted
896,223,27,Planned Maintenance,Calibration,2024-01-25 09:18:00,2024-01-25 09:43:46,25.8,Process variation,Root cause pending
897,223,36,Planned Maintenance,Scheduled PM,2024-01-25 07:29:00,2024-01-25 08:02:32,33.5,Process variation,Operator retrained
898,223,25,Equipment Failure,Motor failure,2024-01-25 10:05:00,2024-01-25 11:01:46,56.8,Operator error,Settings adjusted
899,223,24,Changeover,Tool change,2024-01-25 06:08:00,2024-01-25 06:51:55,43.9,Operator error,Part replaced
900,224,23,Equipment Failure,Hydraulic leak,2024-01-25 20:35:00,2024-01-25 21:08:45,33.8,Design flaw,Temporary fix applied
901,224,36,Other,Power fluctuation,2024-01-25 16:10:00,2024-01-25 16:32:20,22.3,Operator error,Operator retrained
