id,production_run_id,workstation_id,product_id,unit_sequence,defect_type,defect_code,defect_description,severity,detected_timestamp,is_reworkable,was_reworked
822,112,21,3,4,Cosmetic,COS-8944,Stain,Moderate,2024-01-12 06:15:46,1,1
823,112,14,3,89,Cosmetic,COS-9611,Scuff mark,Minor,2024-01-12 09:11:27,1,1
824,112,22,1,14,Cosmetic,COS-1699,Scuff mark,Moderate,2024-01-12 07:15:06,1,1
825,112,21,1,247,Paint Defect,PNT-4064,Overspray,Minor,2024-01-12 06:14:30,1,1
826,112,16,3,239,Cosmetic,COS-7088,Scuff mark,Moderate,2024-01-12 06:38:19,0,0
827,112,20,1,147,Paint Defect,PNT-4920,Overspray,Moderate,2024-01-12 12:50:51,1,1
828,113,22,1,251,Cosmetic,COS-6585,Dent,Minor,2024-01-12 19:16:45,0,0
829,113,19,1,141,Paint Defect,PNT-6520,Dirt inclusion,Major,2024-01-12 19:26:10,0,0
830,113,13,1,289,Paint Defect,PNT-8426,Orange peel,Moderate,2024-01-12 16:46:30,1,1
831,113,21,3,290,Paint Defect,PNT-5948,Dirt inclusion,Major,2024-01-12 19:01:19,1,1
832,113,18,3,135,Cosmetic,COS-3553,Scratch,Major,2024-01-12 14:20:45,0,0
833,113,19,1,281,Paint Defect,PNT-5680,Overspray,Minor,2024-01-12 14:23:46,1,1
834,113,17,2,75,Cosmetic,COS-8113,Scuff mark,Minor,2024-01-12 17:20:03,1,1
835,113,20,3,58,Paint Defect,PNT-3748,Overspray,Moderate,2024-01-12 15:25:32,1,0
836,113,20,3,198,Paint Defect,PNT-1675,Orange peel,Minor,2024-01-12 16:33:12,1,1
837,114,22,2,33,Cosmetic,COS-1797,Scuff mark,Minor,2024-01-13 00:42:33,1,0
838,114,18,3,26,Paint Defect,PNT-9139,Overspray,Minor,2024-01-13 04:04:05,1,1
839,114,15,2,240,Paint Defect,PNT-5381,Dirt inclusion,Minor,2024-01-12 22:09:10,1,1
840,114,18,2,278,Cosmetic,COS-9999,Stain,Minor,2024-01-13 00:39:52,0,0
841,114,14,2,155,Paint Defect,PNT-7096,Dirt inclusion,Major,2024-01-13 01:48:58,1,1
842,114,20,2,21,Cosmetic,COS-3223,Dent,Moderate,2024-01-13 04:32:45,1,1
843,114,15,3,136,Cosmetic,COS-1410,Scratch,Minor,2024-01-13 02:16:16,1,1
844,114,22,2,260,Paint Defect,PNT-6401,Dirt inclusion,Moderate,2024-01-13 04:07:49,1,1
845,114,19,1,143,Cosmetic,COS-5170,Scratch,Minor,2024-01-13 02:35:37,1,1
846,114,13,1,142,Paint Defect,PNT-9986,Overspray,Minor,2024-01-12 22:04:57,1,1
847,115,30,3,316,Missing Part,MIS-2864,Component missing,Minor,2024-01-12 07:10:06,1,1
848,115,29,2,215,Torque,TRQ-7076,Over-torque,Major,2024-01-12 12:34:53,0,0
849,115,29,3,236,Electrical,ELC-8500,Connector fault,Moderate,2024-01-12 08:31:29,1,0
850,115,30,2,323,Missing Part,MIS-5296,Component missing,Minor,2024-01-12 09:00:36,1,1
851,115,30,2,226,Cosmetic,COS-2386,Scuff mark,Minor,2024-01-12 07:47:12,1,1
852,115,33,2,132,Torque,TRQ-4318,Under-torque,Minor,2024-01-12 07:07:14,1,1
853,115,26,2,305,Electrical,ELC-9963,Module not responding,Major,2024-01-12 07:16:37,0,0
854,115,34,2,228,Torque,TRQ-4006,Under-torque,Minor,2024-01-12 09:03:27,1,1
855,116,36,1,284,Torque,TRQ-1873,Under-torque,Minor,2024-01-12 19:40:32,1,1
856,116,30,2,178,Electrical,ELC-2085,Wire harness damage,Minor,2024-01-12 15:40:25,1,0
857,116,33,1,38,Torque,TRQ-8127,Under-torque,Major,2024-01-12 16:40:42,1,0
858,116,34,1,3,Torque,TRQ-5064,Under-torque,Moderate,2024-01-12 14:02:17,1,1
859,116,35,3,159,Electrical,ELC-2637,Connector fault,Minor,2024-01-12 15:37:02,1,1
860,116,30,2,94,Missing Part,MIS-1188,Fastener missing,Moderate,2024-01-12 18:43:32,1,1
861,116,23,3,259,Torque,TRQ-1666,Over-torque,Major,2024-01-12 16:50:53,0,0
862,116,34,3,268,Missing Part,MIS-4812,Component missing,Minor,2024-01-12 18:09:43,1,1
863,116,30,2,94,Missing Part,MIS-9852,Component missing,Critical,2024-01-12 14:38:01,0,0
864,116,29,2,192,Torque,TRQ-7493,Under-torque,Major,2024-01-12 15:05:06,0,0
865,116,29,3,316,Electrical,ELC-9673,Connector fault,Moderate,2024-01-12 20:46:31,1,0
866,116,36,2,249,Fit/Finish,FIT-8037,Door sag,Minor,2024-01-12 19:36:05,1,1
867,117,33,2,195,Cosmetic,COS-3064,Dent,Moderate,2024-01-13 00:27:13,1,1
868,117,30,2,287,Cosmetic,COS-5667,Dent,Minor,2024-01-13 00:49:40,1,0
869,117,29,3,241,Electrical,ELC-5646,Module not responding,Minor,2024-01-13 02:16:06,1,1
870,117,27,1,175,Missing Part,MIS-8411,Fastener missing,Minor,2024-01-13 03:11:18,1,0
871,117,29,1,213,Torque,TRQ-7605,Cross-threaded,Major,2024-01-13 02:48:33,0,0
872,117,30,3,202,Fit/Finish,FIT-4425,Panel misalignment,Critical,2024-01-13 00:42:12,0,0
873,117,25,2,64,Missing Part,MIS-8052,Clip not installed,Major,2024-01-13 02:25:19,0,0
874,117,35,1,115,Cosmetic,COS-6295,Scuff mark,Moderate,2024-01-12 23:33:05,1,1
875,117,27,1,71,Electrical,ELC-2306,Module not responding,Minor,2024-01-13 03:47:27,1,1
876,117,33,3,8,Fit/Finish,FIT-7131,Gap too wide,Moderate,2024-01-12 23:31:08,1,1
877,117,24,2,308,Torque,TRQ-9421,Under-torque,Minor,2024-01-12 22:08:09,1,1
878,117,36,2,14,Missing Part,MIS-1439,Clip not installed,Minor,2024-01-13 00:41:49,1,1
879,118,39,2,117,Missing Part,MIS-8805,Clip not installed,Minor,2024-01-12 12:22:44,1,1
880,118,47,1,149,Fluid Leak,LKG-1991,Fuel system leak,Minor,2024-01-12 09:10:15,1,1
881,118,38,3,280,Fluid Leak,LKG-9798,Oil leak,Minor,2024-01-12 11:04:36,1,1
882,118,42,1,133,Fluid Leak,LKG-4610,Oil leak,Minor,2024-01-12 10:50:09,1,1
883,118,47,3,119,Electrical,ELC-6338,Module not responding,Minor,2024-01-12 11:33:48,1,0
884,118,38,3,69,Electrical,ELC-8903,Connector fault,Moderate,2024-01-12 08:00:42,1,1
885,118,42,1,215,Electrical,ELC-9445,Wire harness damage,Minor,2024-01-12 09:18:38,1,1
886,118,44,2,268,Fluid Leak,LKG-8890,Coolant leak,Minor,2024-01-12 07:39:47,1,0
887,118,49,2,303,Fit/Finish,FIT-3305,Door sag,Minor,2024-01-12 07:23:37,1,1
888,119,41,2,232,Missing Part,MIS-5472,Fastener missing,Major,2024-01-12 16:04:05,1,1
889,119,38,3,147,Missing Part,MIS-2871,Fastener missing,Major,2024-01-12 16:16:40,1,1
890,119,46,2,160,Cosmetic,COS-2321,Scratch,Minor,2024-01-12 14:59:34,1,1
891,119,37,3,177,Fit/Finish,FIT-2738,Gap too wide,Minor,2024-01-12 16:45:49,1,1
892,119,48,1,154,Cosmetic,COS-6663,Scuff mark,Moderate,2024-01-12 20:27:38,0,0
893,120,42,2,139,Missing Part,MIS-5710,Component missing,Major,2024-01-12 22:04:36,1,1
894,120,43,1,69,Electrical,ELC-4571,Wire harness damage,Minor,2024-01-13 01:46:04,1,1
895,120,37,2,249,Fit/Finish,FIT-2672,Gap too wide,Minor,2024-01-13 01:53:37,1,1
896,121,2,3,112,Cosmetic,COS-4695,Stain,Moderate,2024-01-15 09:34:53,1,1
897,121,2,1,228,Weld Defect,WLD-6861,Porosity,Moderate,2024-01-15 07:00:35,1,1
898,121,6,2,301,Weld Defect,WLD-6240,Porosity,Minor,2024-01-15 07:24:10,1,1
899,121,4,2,304,Fit/Finish,FIT-4288,Panel misalignment,Moderate,2024-01-15 11:44:11,1,1
900,121,2,1,164,Weld Defect,WLD-8681,Crack in weld,Minor,2024-01-15 06:32:17,1,1
901,122,2,3,9,Weld Defect,WLD-6867,Weld spatter,Moderate,2024-01-15 19:24:09,1,1
902,122,12,3,171,Cosmetic,COS-4665,Stain,Minor,2024-01-15 14:08:54,1,1
903,122,3,2,111,Fit/Finish,FIT-2549,Panel misalignment,Moderate,2024-01-15 16:25:06,0,0
904,122,7,1,77,Weld Defect,WLD-3403,Crack in weld,Minor,2024-01-15 16:11:49,1,1
905,122,3,3,146,Cosmetic,COS-3922,Scratch,Minor,2024-01-15 17:03:21,1,1
906,122,12,3,1,Fit/Finish,FIT-2960,Door sag,Moderate,2024-01-15 19:50:24,1,1
907,122,9,2,21,Cosmetic,COS-5696,Scuff mark,Moderate,2024-01-15 19:24:03,1,0
908,122,5,2,259,Cosmetic,COS-8998,Scratch,Moderate,2024-01-15 15:20:19,1,1
909,122,2,3,92,Cosmetic,COS-2850,Scuff mark,Major,2024-01-15 15:57:23,1,1
910,122,11,1,193,Weld Defect,WLD-3368,Weld spatter,Moderate,2024-01-15 16:34:50,1,1
911,122,5,2,190,Cosmetic,COS-9343,Scratch,Major,2024-01-15 17:33:33,1,1
912,123,2,1,298,Fit/Finish,FIT-6533,Flush issue,Minor,2024-01-16 03:15:49,1,1
913,123,6,2,143,Cosmetic,COS-1683,Stain,Minor,2024-01-16 02:38:40,1,1
914,123,3,3,17,Cosmetic,COS-5581,Stain,Minor,2024-01-15 23:43:34,1,0
915,123,6,2,51,Cosmetic,COS-4014,Scratch,Critical,2024-01-15 22:27:20,0,0
916,123,5,1,40,Weld Defect,WLD-5421,Crack in weld,Major,2024-01-16 00:56:21,1,1
917,123,2,2,198,Cosmetic,COS-1501,Scratch,Moderate,2024-01-15 23:43:49,1,1
918,123,10,1,294,Cosmetic,COS-9487,Dent,Minor,2024-01-15 22:17:43,1,1
919,123,12,2,78,Fit/Finish,FIT-3314,Panel misalignment,Major,2024-01-16 02:50:06,0,0
920,123,5,1,138,Fit/Finish,FIT-9048,Door sag,Moderate,2024-01-16 02:13:37,1,1
921,123,9,1,166,Cosmetic,COS-4186,Dent,Moderate,2024-01-16 01:44:53,1,1
922,123,5,1,99,Fit/Finish,FIT-3096,Flush issue,Minor,2024-01-15 23:22:43,1,1
923,123,3,2,140,Cosmetic,COS-5824,Stain,Moderate,2024-01-15 22:03:11,1,1
924,124,18,2,291,Cosmetic,COS-4730,Stain,Minor,2024-01-15 08:46:32,1,1
925,124,18,2,82,Cosmetic,COS-9249,Stain,Minor,2024-01-15 08:44:16,1,1
926,124,15,2,308,Paint Defect,PNT-3286,Overspray,Minor,2024-01-15 10:13:54,1,1
927,124,15,1,102,Paint Defect,PNT-1204,Orange peel,Moderate,2024-01-15 12:50:48,0,0
928,124,20,1,294,Cosmetic,COS-7460,Scratch,Minor,2024-01-15 06:19:47,1,1
929,124,15,2,87,Paint Defect,PNT-4007,Overspray,Minor,2024-01-15 09:03:40,1,1
930,125,21,1,83,Cosmetic,COS-8480,Stain,Minor,2024-01-15 18:31:28,1,1
931,125,14,3,112,Cosmetic,COS-2550,Dent,Minor,2024-01-15 18:44:01,1,1
932,125,14,3,14,Paint Defect,PNT-7186,Orange peel,Minor,2024-01-15 15:58:19,1,1
933,125,14,1,31,Cosmetic,COS-3452,Scuff mark,Minor,2024-01-15 18:13:42,1,1
934,126,19,3,272,Cosmetic,COS-8042,Dent,Major,2024-01-16 00:04:03,0,0
935,126,14,1,76,Paint Defect,PNT-2511,Overspray,Minor,2024-01-15 22:49:53,1,1
936,126,17,1,60,Cosmetic,COS-4550,Scratch,Minor,2024-01-16 04:59:19,1,1
937,126,14,1,136,Cosmetic,COS-6337,Scratch,Major,2024-01-16 04:45:12,1,1
938,127,32,2,284,Cosmetic,COS-1850,Scuff mark,Moderate,2024-01-15 06:54:43,1,1
939,127,28,2,113,Electrical,ELC-4202,Connector fault,Minor,2024-01-15 10:54:58,1,1
940,127,35,1,213,Cosmetic,COS-4919,Scuff mark,Minor,2024-01-15 07:52:36,0,0
941,127,23,3,266,Fit/Finish,FIT-4625,Panel misalignment,Major,2024-01-15 12:44:21,0,0
942,127,29,2,231,Missing Part,MIS-6028,Clip not installed,Moderate,2024-01-15 06:00:03,1,1
943,127,23,3,275,Cosmetic,COS-5737,Scuff mark,Minor,2024-01-15 10:44:08,1,1
944,127,27,1,48,Electrical,ELC-7616,Wire harness damage,Moderate,2024-01-15 07:27:27,1,0
945,127,29,1,304,Missing Part,MIS-6310,Clip not installed,Moderate,2024-01-15 06:57:16,1,0
946,127,34,1,126,Torque,TRQ-6845,Over-torque,Minor,2024-01-15 11:30:56,1,1
947,127,29,1,127,Cosmetic,COS-9542,Scuff mark,Minor,2024-01-15 07:44:23,1,1
948,127,34,1,87,Electrical,ELC-3763,Wire harness damage,Minor,2024-01-15 07:40:40,1,1
949,127,34,1,235,Torque,TRQ-7358,Over-torque,Minor,2024-01-15 08:56:26,1,1
950,128,23,2,258,Missing Part,MIS-9308,Fastener missing,Minor,2024-01-15 19:11:22,1,1
951,128,35,3,300,Electrical,ELC-7213,Module not responding,Minor,2024-01-15 15:42:30,1,1
952,128,31,1,312,Cosmetic,COS-8851,Scratch,Moderate,2024-01-15 18:52:27,1,1
953,128,26,2,175,Torque,TRQ-2031,Over-torque,Moderate,2024-01-15 15:41:11,0,0
954,128,33,2,133,Fit/Finish,FIT-5233,Door sag,Minor,2024-01-15 17:17:57,1,1
955,128,34,3,31,Electrical,ELC-2133,Module not responding,Minor,2024-01-15 16:01:56,1,1
956,128,33,2,131,Electrical,ELC-1354,Connector fault,Minor,2024-01-15 16:56:31,1,1
957,128,31,2,35,Electrical,ELC-2420,Connector fault,Minor,2024-01-15 18:04:40,1,1
958,128,26,2,12,Fit/Finish,FIT-7005,Door sag,Moderate,2024-01-15 16:41:39,0,0
959,128,23,2,313,Cosmetic,COS-4531,Stain,Critical,2024-01-15 19:55:11,0,0
960,128,35,2,157,Cosmetic,COS-9550,Dent,Moderate,2024-01-15 19:08:39,1,0
961,129,35,1,286,Cosmetic,COS-6352,Stain,Minor,2024-01-16 00:15:57,0,0
962,129,33,2,25,Missing Part,MIS-2317,Fastener missing,Minor,2024-01-16 02:15:42,1,1
963,129,36,2,27,Missing Part,MIS-8030,Fastener missing,Minor,2024-01-16 04:07:22,1,1
964,129,30,1,184,Cosmetic,COS-4158,Stain,Minor,2024-01-15 22:27:23,1,1
965,129,23,2,101,Fit/Finish,FIT-9207,Flush issue,Moderate,2024-01-16 00:57:18,1,1
966,129,23,2,95,Torque,TRQ-4008,Under-torque,Minor,2024-01-16 03:38:05,1,1
967,129,23,1,151,Fit/Finish,FIT-8622,Gap too wide,Minor,2024-01-15 22:29:53,1,1
968,129,30,3,17,Cosmetic,COS-6053,Scuff mark,Critical,2024-01-16 04:30:29,1,0
969,129,26,3,218,Missing Part,MIS-3694,Component missing,Moderate,2024-01-16 04:09:56,1,1
970,129,25,1,27,Electrical,ELC-5907,Connector fault,Moderate,2024-01-16 01:45:09,1,1
971,129,29,3,26,Cosmetic,COS-5001,Scratch,Moderate,2024-01-16 03:01:14,1,1
972,130,37,2,76,Electrical,ELC-6982,Wire harness damage,Minor,2024-01-15 10:19:37,1,1
973,130,46,2,157,Cosmetic,COS-1948,Scratch,Minor,2024-01-15 07:15:32,1,1
974,130,42,3,3,Torque,TRQ-8704,Under-torque,Moderate,2024-01-15 12:29:29,1,1
975,130,49,1,55,Torque,TRQ-4693,Over-torque,Minor,2024-01-15 08:59:39,1,1
976,130,37,1,184,Electrical,ELC-4362,Connector fault,Minor,2024-01-15 08:20:00,0,0
977,130,41,1,44,Missing Part,MIS-7646,Component missing,Moderate,2024-01-15 11:54:19,0,0
978,130,46,3,15,Missing Part,MIS-1623,Component missing,Minor,2024-01-15 08:46:10,0,0
979,130,45,1,222,Missing Part,MIS-2840,Clip not installed,Moderate,2024-01-15 09:58:51,1,1
980,130,45,1,59,Electrical,ELC-5394,Connector fault,Moderate,2024-01-15 11:02:26,0,0
981,131,37,1,21,Electrical,ELC-7705,Module not responding,Moderate,2024-01-15 17:06:59,0,0
982,131,47,2,44,Fluid Leak,LKG-1663,Coolant leak,Minor,2024-01-15 16:03:32,1,1
983,131,45,2,47,Cosmetic,COS-3304,Stain,Minor,2024-01-15 20:06:02,1,1
984,131,39,2,158,Fluid Leak,LKG-2802,Fuel system leak,Minor,2024-01-15 17:05:06,1,1
985,131,38,2,17,Electrical,ELC-9918,Module not responding,Major,2024-01-15 19:02:58,0,0
986,131,41,1,237,Fluid Leak,LKG-4676,Coolant leak,Minor,2024-01-15 14:48:59,1,1
987,131,46,2,67,Fluid Leak,LKG-9778,Coolant leak,Minor,2024-01-15 19:26:17,1,1
988,131,46,1,209,Fluid Leak,LKG-3789,Fuel system leak,Moderate,2024-01-15 14:52:00,1,0
989,131,44,2,35,Cosmetic,COS-8864,Stain,Moderate,2024-01-15 18:48:36,1,1
990,131,38,3,155,Missing Part,MIS-9654,Component missing,Moderate,2024-01-15 18:24:06,1,1
991,132,49,2,189,Fit/Finish,FIT-5293,Panel misalignment,Moderate,2024-01-16 01:11:50,1,1
992,132,46,1,152,Fluid Leak,LKG-4562,Fuel system leak,Major,2024-01-16 04:18:20,0,0
993,132,41,1,102,Electrical,ELC-8978,Wire harness damage,Major,2024-01-15 23:08:42,1,1
994,132,39,3,104,Missing Part,MIS-8379,Component missing,Minor,2024-01-15 23:32:09,1,1
995,132,44,2,274,Torque,TRQ-9343,Under-torque,Moderate,2024-01-15 22:01:14,1,1
996,132,43,1,256,Cosmetic,COS-3928,Scuff mark,Major,2024-01-16 04:09:12,0,0
997,132,38,2,101,Electrical,ELC-6799,Wire harness damage,Moderate,2024-01-16 04:29:29,1,1
998,132,40,3,159,Cosmetic,COS-1750,Scuff mark,Moderate,2024-01-15 22:31:12,0,0
999,133,11,1,223,Cosmetic,COS-1848,Scuff mark,Minor,2024-01-16 06:19:24,1,1
1000,133,7,1,82,Cosmetic,COS-2825,Scratch,Minor,2024-01-16 11:32:23,1,1
1001,133,6,2,137,Cosmetic,COS-3574,Stain,Minor,2024-01-16 09:27:58,1,1
1002,133,4,3,91,Weld Defect,WLD-8387,Incomplete weld,Moderate,2024-01-16 09:09:56,0,0
1003,133,2,2,55,Fit/Finish,FIT-1496,Panel misalignment,Major,2024-01-16 07:53:58,0,0
1004,133,2,1,230,Fit/Finish,FIT-5941,Panel misalignment,Minor,2024-01-16 12:21:19,1,1
1005,133,1,2,31,Weld Defect,WLD-9384,Porosity,Minor,2024-01-16 08:23:06,1,1
1006,133,11,1,225,Weld Defect,WLD-2802,Weld spatter,Moderate,2024-01-16 07:43:51,0,0
1007,134,4,1,313,Cosmetic,COS-9454,Scratch,Minor,2024-01-16 18:30:21,1,1
1008,134,4,3,117,Cosmetic,COS-8472,Dent,Major,2024-01-16 16:00:34,1,1
1009,134,10,3,32,Weld Defect,WLD-7650,Incomplete weld,Moderate,2024-01-16 14:29:59,1,0
1010,134,7,1,196,Cosmetic,COS-7874,Scratch,Moderate,2024-01-16 18:14:04,1,1
1011,134,4,2,153,Cosmetic,COS-4766,Scuff mark,Moderate,2024-01-16 19:32:42,1,1
1012,134,11,1,55,Weld Defect,WLD-7267,Porosity,Minor,2024-01-16 15:29:15,1,0
1013,134,1,3,145,Fit/Finish,FIT-4346,Panel misalignment,Major,2024-01-16 20:46:24,0,0
1014,134,6,2,150,Weld Defect,WLD-6362,Crack in weld,Minor,2024-01-16 15:28:18,1,1
1015,135,10,1,143,Weld Defect,WLD-4645,Porosity,Minor,2024-01-16 22:06:44,1,0
1016,135,10,2,252,Fit/Finish,FIT-8032,Gap too wide,Minor,2024-01-17 04:51:28,1,1
1017,135,6,3,194,Fit/Finish,FIT-9910,Door sag,Moderate,2024-01-16 22:09:16,0,0
1018,135,12,2,294,Fit/Finish,FIT-5047,Panel misalignment,Moderate,2024-01-17 00:10:19,1,1
1019,135,10,2,193,Fit/Finish,FIT-7613,Flush issue,Moderate,2024-01-17 02:35:34,1,0
1020,135,9,2,42,Fit/Finish,FIT-1547,Panel misalignment,Minor,2024-01-17 02:23:37,1,1
1021,136,13,3,252,Paint Defect,PNT-5601,Overspray,Moderate,2024-01-16 12:11:06,1,1
1022,136,17,3,92,Paint Defect,PNT-8184,Dirt inclusion,Moderate,2024-01-16 10:01:33,0,0
1023,136,16,2,86,Cosmetic,COS-4783,Scratch,Minor,2024-01-16 07:55:30,1,1
1024,136,14,2,250,Cosmetic,COS-7874,Scuff mark,Moderate,2024-01-16 06:40:03,0,0
1025,136,18,1,185,Cosmetic,COS-5388,Scuff mark,Minor,2024-01-16 09:51:21,1,1
1026,136,21,3,228,Cosmetic,COS-7666,Stain,Minor,2024-01-16 11:23:29,1,1
1027,136,13,3,34,Paint Defect,PNT-9066,Runs/sags,Minor,2024-01-16 11:51:20,1,1
1028,136,19,1,119,Cosmetic,COS-6437,Scuff mark,Moderate,2024-01-16 08:19:43,1,0
1029,136,17,3,57,Cosmetic,COS-1610,Dent,Minor,2024-01-16 12:23:29,1,1
1030,137,20,2,81,Paint Defect,PNT-4827,Orange peel,Minor,2024-01-16 16:47:25,1,1
1031,137,19,2,193,Cosmetic,COS-7821,Scratch,Major,2024-01-16 17:59:53,1,1
1032,137,22,1,262,Cosmetic,COS-4503,Scuff mark,Minor,2024-01-16 18:02:31,1,1
1033,137,20,2,258,Cosmetic,COS-1171,Stain,Minor,2024-01-16 15:36:34,1,1
1034,137,16,1,141,Cosmetic,COS-3837,Scuff mark,Minor,2024-01-16 17:14:21,1,1
1035,137,22,2,268,Cosmetic,COS-4056,Dent,Minor,2024-01-16 20:55:51,1,1
1036,137,18,2,126,Paint Defect,PNT-9177,Dirt inclusion,Minor,2024-01-16 19:48:29,0,0
1037,137,21,3,31,Cosmetic,COS-3406,Stain,Major,2024-01-16 18:07:27,0,0
1038,138,15,3,268,Paint Defect,PNT-7924,Orange peel,Major,2024-01-17 03:06:02,0,0
1039,138,16,1,124,Paint Defect,PNT-2182,Runs/sags,Moderate,2024-01-17 04:42:22,1,1
1040,138,15,2,309,Paint Defect,PNT-3066,Color mismatch,Minor,2024-01-17 01:23:52,1,1
1041,138,22,1,297,Cosmetic,COS-3642,Scuff mark,Major,2024-01-16 22:27:19,0,0
1042,138,15,3,313,Cosmetic,COS-2409,Stain,Minor,2024-01-16 23:50:11,1,1
1043,138,16,3,58,Paint Defect,PNT-8565,Orange peel,Minor,2024-01-16 23:51:42,1,0
1044,139,24,2,259,Cosmetic,COS-8175,Dent,Minor,2024-01-16 08:17:39,1,1
1045,139,33,2,281,Fit/Finish,FIT-6389,Flush issue,Minor,2024-01-16 09:29:03,1,1
1046,139,29,1,50,Missing Part,MIS-5142,Clip not installed,Minor,2024-01-16 08:17:26,1,1
1047,139,25,1,195,Torque,TRQ-4658,Cross-threaded,Major,2024-01-16 08:13:13,0,0
1048,139,28,1,156,Torque,TRQ-7008,Cross-threaded,Minor,2024-01-16 09:31:27,1,1
1049,139,26,3,295,Torque,TRQ-9168,Over-torque,Minor,2024-01-16 06:08:58,1,1
1050,139,31,2,63,Electrical,ELC-4999,Connector fault,Moderate,2024-01-16 12:12:18,0,0
1051,139,30,3,98,Electrical,ELC-3155,Wire harness damage,Moderate,2024-01-16 12:44:56,1,1
1052,140,28,2,181,Torque,TRQ-8140,Under-torque,Moderate,2024-01-16 16:28:12,1,1
1053,140,34,2,214,Electrical,ELC-9017,Wire harness damage,Major,2024-01-16 16:10:18,1,1
1054,140,32,2,83,Missing Part,MIS-6560,Clip not installed,Minor,2024-01-16 18:35:41,1,1
1055,140,28,3,311,Fit/Finish,FIT-5606,Flush issue,Moderate,2024-01-16 20:52:40,1,1
1056,140,31,3,91,Torque,TRQ-4273,Cross-threaded,Moderate,2024-01-16 14:26:50,1,1
1057,140,36,2,132,Electrical,ELC-6749,Module not responding,Moderate,2024-01-16 19:04:28,1,1
1058,140,28,2,107,Missing Part,MIS-5038,Component missing,Minor,2024-01-16 20:40:31,1,1
1059,140,23,3,288,Missing Part,MIS-7007,Fastener missing,Minor,2024-01-16 19:45:36,1,1
1060,140,32,3,172,Torque,TRQ-8526,Cross-threaded,Major,2024-01-16 20:56:20,0,0
1061,140,35,1,31,Fit/Finish,FIT-7033,Flush issue,Minor,2024-01-16 15:11:54,1,0
1062,141,34,2,201,Fit/Finish,FIT-1071,Door sag,Major,2024-01-17 02:10:24,1,1
1063,141,26,2,35,Electrical,ELC-7194,Wire harness damage,Moderate,2024-01-17 02:59:51,1,1
1064,141,33,2,117,Fit/Finish,FIT-6830,Door sag,Minor,2024-01-17 04:01:12,1,0
1065,141,32,1,176,Missing Part,MIS-9382,Component missing,Moderate,2024-01-17 00:00:12,1,1
1066,141,29,1,92,Cosmetic,COS-1152,Scratch,Minor,2024-01-17 02:18:25,1,1
1067,141,28,2,25,Fit/Finish,FIT-1300,Flush issue,Major,2024-01-17 04:10:38,1,1
1068,141,28,1,148,Torque,TRQ-9682,Cross-threaded,Moderate,2024-01-17 01:30:13,1,1
1069,141,31,3,344,Cosmetic,COS-3226,Scuff mark,Moderate,2024-01-17 03:57:42,1,1
1070,141,28,3,184,Torque,TRQ-6374,Cross-threaded,Minor,2024-01-17 03:32:36,1,1
1071,141,29,1,43,Fit/Finish,FIT-7945,Flush issue,Minor,2024-01-17 02:35:35,1,0
1072,141,32,3,155,Electrical,ELC-8984,Wire harness damage,Major,2024-01-16 23:42:42,0,0
1073,141,26,3,43,Cosmetic,COS-1002,Dent,Minor,2024-01-17 00:48:29,1,0
1074,141,26,1,210,Electrical,ELC-1898,Connector fault,Critical,2024-01-17 02:46:51,0,0
1075,142,46,2,68,Electrical,ELC-7317,Module not responding,Moderate,2024-01-16 12:46:46,0,0
1076,142,39,3,224,Electrical,ELC-5447,Wire harness damage,Moderate,2024-01-16 08:32:05,1,0
1077,142,44,2,151,Missing Part,MIS-1828,Clip not installed,Minor,2024-01-16 09:41:35,1,1
1078,142,47,1,18,Fit/Finish,FIT-3108,Panel misalignment,Minor,2024-01-16 10:42:48,1,1
1079,143,38,3,212,Electrical,ELC-9518,Wire harness damage,Minor,2024-01-16 18:16:40,1,1
1080,143,47,2,149,Electrical,ELC-8004,Wire harness damage,Minor,2024-01-16 14:51:43,1,1
1081,143,43,1,283,Fluid Leak,LKG-1354,Oil leak,Minor,2024-01-16 19:09:25,0,0
1082,143,37,2,207,Torque,TRQ-8041,Under-torque,Minor,2024-01-16 15:52:53,1,0
1083,143,49,2,265,Fit/Finish,FIT-5856,Flush issue,Major,2024-01-16 19:37:13,0,0
1084,143,49,1,236,Missing Part,MIS-8982,Clip not installed,Moderate,2024-01-16 20:23:26,1,1
1085,144,44,3,266,Missing Part,MIS-3807,Fastener missing,Minor,2024-01-17 01:48:52,1,1
1086,144,40,3,157,Missing Part,MIS-9667,Clip not installed,Minor,2024-01-16 22:01:57,1,1
1087,144,37,2,12,Missing Part,MIS-7618,Component missing,Moderate,2024-01-16 22:09:42,1,1
1088,144,45,1,99,Fit/Finish,FIT-6567,Panel misalignment,Moderate,2024-01-16 22:04:38,1,1
1089,144,38,1,118,Missing Part,MIS-8224,Component missing,Moderate,2024-01-16 22:15:44,0,0
1090,144,44,1,284,Cosmetic,COS-2455,Scuff mark,Moderate,2024-01-16 23:53:29,1,1
1091,144,49,3,35,Electrical,ELC-3623,Wire harness damage,Minor,2024-01-17 04:46:26,1,1
1092,144,49,1,230,Electrical,ELC-8941,Connector fault,Moderate,2024-01-17 02:30:17,1,1
1093,144,49,2,21,Missing Part,MIS-1650,Fastener missing,Minor,2024-01-17 04:00:47,1,1
1094,145,12,1,95,Fit/Finish,FIT-3879,Panel misalignment,Minor,2024-01-17 12:56:32,1,1
